,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
R_cell_560,3,1,6,4,0,1,3,0,5,1,4,2,3,11,4,0,10,1,6,1,1,1,7,3,2,6,3,5,7,2,7,1,2,3,4,3,4,0,2,6,12,15,4,31,6,11,18,10,13,10,2,3,0,0,0,3,5,6,2,7,1,2,3,3,2,3,1,2,5,1,2,1,1,4,1,5,3,5,2,0,2,5,3,1,0,7,1,5,5,3,4,5,4,4,0,1,0,3,4,3
R_cell_561,8,22,11,28,4,3,9,11,22,2,1,11,4,4,6,2,5,5,1,1,1,2,7,3,4,1,4,8,1,4,12,4,2,3,2,7,4,2,1,3,2,4,2,1,5,4,7,3,5,1,3,3,2,0,6,3,0,8,2,8,0,5,3,7,2,1,7,0,5,2,2,3,2,3,3,6,7,4,4,0,4,2,1,1,3,3,5,5,7,7,2,3,4,3,2,1,2,4,2,1
R_cell_562,2,2,5,3,0,4,6,1,4,2,7,3,5,7,5,2,2,3,2,4,3,8,32,28,15,10,30,4,12,8,13,2,4,1,3,9,2,2,1,3,9,3,3,2,4,4,12,3,2,5,3,9,2,1,1,2,3,3,2,7,0,2,5,1,0,5,7,1,4,0,2,0,0,0,3,0,3,4,3,5,3,4,4,2,1,2,3,1,5,2,3,2,2,3,0,0,1,2,0,1
R_cell_563,1,1,6,4,1,1,4,2,3,0,43,17,11,18,20,6,19,7,15,11,3,4,4,1,5,3,5,1,2,3,9,6,2,2,3,6,3,1,2,1,9,3,2,3,3,1,6,7,7,8,5,7,2,2,2,3,0,5,1,7,0,3,0,3,6,2,1,3,4,5,2,6,0,6,4,5,2,1,6,1,4,2,3,3,4,3,1,3,2,4,2,4,4,7,0,5,1,4,9,3
R_cell_564,1,0,5,5,0,1,1,4,7,3,28,14,13,15,10,11,15,6,18,13,0,1,6,3,2,3,5,4,4,8,10,2,2,3,6,4,6,1,5,1,1,6,0,3,2,2,6,3,5,0,3,6,0,2,0,1,7,11,0,1,2,4,3,3,4,3,2,0,3,0,2,1,3,5,1,5,5,4,6,2,7,1,4,1,0,1,3,7,7,3,1,2,3,4,1,1,0,4,3,3
R_cell_565,1,2,3,5,0,0,2,1,2,1,5,3,1,7,11,3,1,2,8,5,1,4,13,2,2,3,4,1,1,2,49,9,12,4,9,11,15,12,16,51,0,5,0,6,1,3,2,2,2,2,1,5,0,2,4,0,0,8,1,6,1,1,2,2,7,4,0,2,5,2,1,3,1,2,4,12,0,2,6,5,3,1,1,0,2,2,2,6,2,5,3,1,3,3,1,1,7,2,3,2
R_cell_566,5,5,5,8,1,1,5,7,3,0,1,17,6,4,5,1,2,4,5,3,2,1,6,1,4,5,8,5,6,4,45,6,13,8,6,28,6,3,7,85,2,4,4,1,3,6,6,4,7,3,3,1,1,4,2,0,2,7,4,6,2,2,2,2,1,2,5,3,5,3,0,1,0,6,2,4,2,4,4,1,3,1,1,4,1,2,3,2,6,0,8,2,1,8,1,1,0,3,4,1
R_cell_567,2,0,5,5,1,2,2,7,4,4,0,6,1,4,3,2,3,2,1,1,4,1,6,5,1,0,10,5,1,2,23,0,1,0,3,3,0,1,0,7,20,8,5,16,12,10,16,12,16,7,1,1,0,0,2,1,3,10,2,9,0,2,4,3,1,1,4,1,2,2,0,2,1,3,4,5,2,3,2,1,5,2,1,2,0,9,0,2,7,5,3,4,3,4,1,0,0,3,1,1
R_cell_568,13,2,23,60,0,1,6,8,15,6,7,3,2,6,3,2,4,4,9,2,3,2,8,2,2,2,4,5,4,3,7,5,2,1,0,5,2,1,1,5,4,6,6,2,3,3,5,4,0,2,7,4,2,3,3,2,1,4,1,8,0,1,3,5,4,1,0,5,4,2,2,3,1,5,2,6,0,4,2,6,4,0,4,6,1,5,1,4,5,2,5,4,0,2,1,0,4,2,1,2
R_cell_569,1,3,12,4,0,1,2,5,6,1,20,13,11,27,20,4,34,12,38,10,2,2,10,2,1,0,4,6,5,3,8,3,0,4,12,3,3,3,1,9,3,5,1,3,1,2,3,5,2,5,4,7,0,0,0,2,2,6,0,5,1,0,3,4,1,6,3,2,5,1,0,0,0,5,1,1,5,6,6,3,2,1,1,2,0,3,2,3,4,3,3,4,4,2,1,2,0,1,7,0
R_cell_570,36,8,20,25,1,1,14,3,14,9,2,5,2,4,4,3,5,0,5,1,5,3,14,2,1,2,3,5,3,5,8,1,1,1,1,7,1,3,2,6,2,2,0,6,4,2,5,3,7,5,5,2,1,0,4,4,4,10,0,3,2,4,4,4,2,0,4,2,4,1,1,0,0,8,1,2,1,2,1,1,4,2,1,2,2,5,5,1,5,3,2,3,3,3,1,0,0,0,2,0
R_cell_571,2,2,6,3,0,0,2,1,2,0,32,24,14,5,28,3,17,5,50,22,0,1,2,2,2,1,1,3,4,3,6,4,5,2,3,6,0,3,1,1,7,1,9,2,2,7,2,2,2,1,2,3,3,3,3,1,2,14,0,4,1,2,2,6,3,2,0,2,5,2,0,2,1,3,5,5,3,4,4,3,5,0,2,5,0,5,1,2,4,5,6,2,4,2,0,0,0,1,4,2
R_cell_572,16,9,12,21,0,6,11,13,24,8,6,4,1,5,3,2,1,2,3,2,0,2,7,4,2,2,2,6,3,1,11,2,0,2,2,7,1,1,2,3,3,2,2,4,2,4,2,7,2,4,2,6,3,1,4,1,3,6,0,5,1,3,0,0,2,4,4,0,2,3,1,0,1,3,2,3,4,3,2,5,2,0,0,0,2,1,4,2,2,2,2,4,1,3,0,1,2,2,2,0
R_cell_573,12,25,19,32,4,7,8,13,15,4,3,7,2,2,3,0,2,1,7,0,6,5,3,2,3,2,2,2,2,2,14,1,1,0,2,11,0,1,0,3,2,5,2,3,3,3,11,5,6,2,4,4,1,2,2,1,1,15,2,1,1,5,2,2,6,2,4,2,4,3,1,3,1,1,4,8,2,1,9,1,7,4,0,5,0,4,3,0,5,2,2,0,4,1,1,0,3,1,6,5
R_cell_574,4,4,7,7,1,3,0,0,4,1,1,8,4,2,4,2,6,1,6,4,5,15,9,19,9,14,44,6,9,16,8,4,0,5,4,7,0,3,3,4,11,2,0,7,1,3,6,1,4,0,5,5,3,3,1,0,3,12,0,3,2,1,6,8,3,7,0,9,7,3,0,1,3,3,7,3,2,6,3,0,10,4,1,5,3,2,1,3,0,0,0,10,1,6,1,0,3,3,0,2
R_cell_575,2,3,3,11,1,0,7,2,3,4,11,1,2,8,5,1,1,2,9,2,7,1,7,2,3,4,6,0,6,2,8,2,1,0,3,7,0,4,3,8,30,11,7,8,9,18,9,10,30,22,1,10,1,1,5,3,7,7,1,2,2,2,1,1,2,4,1,1,6,0,0,2,2,3,2,7,2,3,6,4,1,3,2,2,1,2,5,2,5,3,7,5,1,5,0,1,0,0,2,1
R_cell_576,3,2,3,6,1,1,4,4,4,1,4,9,1,6,6,3,2,3,5,1,3,5,7,3,3,2,4,0,8,5,8,0,2,1,9,3,4,3,2,6,24,11,2,17,12,2,26,14,53,19,6,6,0,1,2,2,3,8,2,2,0,6,0,4,1,2,2,2,3,2,3,2,2,4,1,6,0,0,3,5,3,3,5,3,0,7,0,4,5,4,2,3,2,0,1,0,2,2,0,1
R_cell_577,1,3,2,4,3,3,3,0,1,2,39,27,23,8,14,6,15,2,59,6,2,1,9,5,3,2,5,6,4,4,17,2,1,1,1,3,1,3,2,4,7,1,0,3,4,2,3,1,5,2,0,6,1,4,1,0,2,6,1,2,4,5,5,2,5,7,0,3,3,2,2,1,0,3,5,1,1,6,3,3,6,0,4,3,2,3,2,0,1,1,5,0,3,2,0,0,0,3,7,2
R_cell_578,5,2,7,7,0,0,3,5,1,5,1,4,3,2,7,0,6,2,7,4,20,10,42,33,20,8,27,17,15,13,9,1,2,4,2,6,3,6,1,2,2,5,1,6,2,2,3,2,2,0,4,2,1,5,1,1,3,4,4,8,1,0,3,1,15,6,1,2,4,2,2,7,0,1,1,5,0,0,2,1,7,3,4,0,0,4,0,3,2,1,1,1,2,2,2,0,3,0,2,3
R_cell_579,9,3,4,6,2,3,1,0,1,3,5,4,2,1,5,1,3,2,4,4,2,2,3,10,1,2,0,3,1,0,8,4,1,3,2,2,2,1,1,2,27,17,6,9,18,19,39,5,32,20,1,2,2,5,0,3,4,2,2,2,2,0,0,2,3,7,0,0,1,3,1,1,1,5,1,3,2,3,5,5,4,1,3,2,0,4,0,1,4,1,4,2,2,4,1,0,0,1,2,2
R_cell_580,5,1,3,6,1,3,4,3,2,3,6,6,1,4,5,1,6,4,6,2,4,12,65,20,8,15,23,11,17,6,10,3,0,0,2,16,2,0,3,2,10,6,1,2,3,7,4,1,4,8,4,3,0,2,2,1,3,4,1,7,0,2,3,2,8,5,1,0,8,2,0,1,0,2,0,7,2,2,5,8,2,2,0,0,0,8,3,2,3,3,1,5,2,1,1,1,1,3,7,0
R_cell_581,6,1,4,8,0,1,1,1,3,2,2,5,2,1,1,6,3,0,6,1,6,3,16,17,20,9,40,13,7,14,9,1,3,1,4,7,1,2,2,2,2,2,1,4,0,2,0,4,1,3,0,4,1,5,1,3,1,16,2,4,2,3,1,5,5,2,3,5,2,4,1,1,0,2,2,0,1,4,2,3,1,3,1,3,3,1,2,2,8,6,1,1,4,2,1,1,1,6,1,2
R_cell_582,2,3,2,6,0,4,3,3,2,1,2,3,1,2,2,1,5,2,6,3,2,2,5,5,1,4,9,7,3,5,25,2,11,3,13,21,11,9,8,62,2,3,0,3,5,6,3,4,6,4,6,1,2,2,0,2,3,7,5,5,2,6,2,5,9,6,4,2,5,2,3,1,2,2,0,3,0,9,5,2,9,0,2,2,2,3,0,1,6,2,5,0,1,3,0,2,3,1,5,4
R_cell_583,17,9,13,30,2,0,11,17,12,8,4,1,4,4,4,3,4,2,8,2,0,2,6,4,5,1,7,4,2,3,21,1,0,0,3,11,1,1,4,7,7,2,0,1,1,1,3,4,6,4,3,1,2,0,1,1,2,7,2,2,0,1,1,3,5,1,1,1,5,5,0,3,0,3,3,6,1,4,5,2,6,5,3,2,1,4,4,1,3,2,0,0,4,3,1,1,0,0,0,2
R_cell_584,4,2,3,4,0,1,3,4,1,2,9,4,4,6,0,3,6,4,10,4,0,1,4,3,5,1,2,5,7,2,8,0,2,2,3,8,2,2,2,5,43,10,3,18,10,13,15,12,14,18,1,4,1,7,7,5,2,5,3,8,0,1,3,4,7,3,0,6,8,2,2,2,2,1,2,2,1,4,1,1,1,4,2,3,3,3,6,3,6,10,7,7,2,3,2,1,0,2,3,0
R_cell_585,2,2,5,2,1,1,3,0,3,1,4,2,3,4,7,2,3,0,7,1,7,11,43,16,16,9,26,10,21,6,13,3,2,1,3,8,5,3,0,3,7,5,0,4,4,2,8,2,2,2,1,3,2,1,1,4,2,6,2,9,1,0,5,8,5,4,7,3,7,4,1,1,2,3,2,4,2,3,4,2,6,2,5,0,0,6,7,4,0,1,7,6,5,2,1,0,1,2,5,1
R_cell_586,10,14,21,40,2,3,6,20,12,7,6,2,2,7,2,2,3,0,1,1,1,2,7,4,3,4,1,4,2,5,7,1,1,1,1,11,3,4,1,3,3,2,2,1,1,2,3,4,2,2,5,4,1,2,3,3,0,5,1,16,2,1,3,5,9,2,0,1,6,3,1,4,4,9,5,5,1,2,5,6,3,3,1,1,1,6,1,3,1,6,5,0,0,2,0,5,0,1,2,3
R_cell_587,1,2,1,6,0,1,0,1,2,1,38,27,11,20,16,6,21,9,48,6,3,1,7,3,4,1,2,3,0,2,8,5,2,3,1,5,5,1,2,6,4,8,3,0,3,5,5,3,7,2,3,3,1,0,0,2,0,4,0,5,0,1,3,1,2,5,3,2,3,1,3,0,2,4,5,5,5,1,6,4,3,0,1,0,1,3,2,0,4,6,7,2,2,7,0,1,1,0,4,2
R_cell_588,4,0,7,8,0,1,1,1,2,5,2,6,1,6,1,3,3,2,3,2,4,1,4,1,3,1,3,7,3,6,11,2,4,2,4,6,3,3,1,3,17,10,5,19,11,10,21,5,51,10,3,9,1,1,4,2,1,8,0,3,1,1,2,5,6,7,3,0,3,0,1,1,0,4,6,7,0,1,1,2,3,2,1,7,2,6,3,4,5,1,3,2,3,5,0,1,2,2,9,0
R_cell_589,17,4,26,39,3,11,4,8,22,2,2,4,2,4,4,2,4,2,4,0,1,1,3,3,0,3,1,2,7,6,15,6,6,5,5,2,3,1,0,3,5,3,2,2,1,2,2,3,4,0,3,3,0,4,1,3,3,9,4,6,2,8,7,1,7,2,1,3,2,2,0,1,3,3,3,3,2,1,7,1,6,1,0,2,0,2,2,1,1,1,5,8,2,3,0,0,0,2,12,0
R_cell_590,6,7,10,23,3,3,11,13,16,3,8,10,9,4,6,0,7,3,6,1,3,1,6,1,5,5,5,4,4,3,17,0,3,0,3,2,3,1,1,1,4,2,2,1,6,3,3,2,8,2,1,4,2,3,4,0,0,11,2,2,1,0,3,11,3,3,1,1,5,8,5,3,2,2,2,5,2,2,4,2,3,1,3,2,0,4,1,2,2,4,8,3,2,3,1,1,1,2,2,1
R_cell_591,2,4,2,8,1,3,1,0,1,1,36,26,6,10,29,2,8,18,40,16,4,3,3,0,2,1,2,3,2,2,12,2,0,0,1,5,2,5,3,0,5,3,3,6,2,2,4,2,8,3,5,4,1,1,0,2,2,6,2,4,1,1,2,6,3,4,2,2,1,4,1,4,4,3,1,8,1,1,6,2,5,0,1,4,3,3,3,2,2,3,2,3,1,2,0,1,0,3,0,0
R_cell_592,6,5,6,2,0,1,3,5,5,2,6,7,0,3,3,3,0,3,2,4,2,5,12,5,0,2,6,2,2,5,53,7,9,4,11,19,9,8,14,50,6,6,0,5,6,3,4,3,2,6,7,10,4,5,4,3,4,4,0,1,1,2,5,1,6,2,0,3,6,4,0,1,0,8,2,3,0,4,7,2,1,1,3,1,1,3,2,4,3,1,2,1,1,2,2,3,1,1,5,3
R_cell_593,18,16,21,17,4,3,12,4,33,1,3,8,2,5,4,3,4,2,3,1,4,2,2,2,1,3,6,1,0,2,8,5,2,0,8,10,2,1,2,4,3,3,2,2,3,3,6,3,5,1,2,2,1,3,2,3,3,5,3,4,1,2,1,2,7,2,6,1,3,2,1,2,6,1,3,1,4,5,2,1,3,1,1,2,0,2,4,5,1,5,8,8,1,2,1,1,2,2,3,4
R_cell_594,2,1,3,0,0,1,5,3,5,2,26,20,4,19,15,6,15,9,38,9,3,0,7,3,0,1,2,2,3,4,9,3,1,0,3,4,2,5,2,4,4,3,1,1,2,2,3,2,1,8,2,2,1,2,1,1,3,4,1,7,1,3,6,2,6,2,1,2,3,1,3,1,2,3,5,2,3,2,4,4,8,2,2,1,1,5,2,2,1,8,3,3,1,1,0,2,2,3,4,0
R_cell_595,6,4,7,4,1,6,2,8,4,2,1,6,1,3,5,2,1,0,14,1,12,8,27,16,23,9,38,6,13,5,32,4,4,2,4,4,2,1,1,1,6,0,0,2,1,4,3,1,6,1,5,5,0,1,0,2,2,10,3,5,1,0,2,2,5,7,3,2,3,0,3,2,1,3,2,4,1,5,3,0,3,1,0,5,3,0,1,3,6,8,2,4,0,4,0,0,1,5,7,6
R_cell_596,0,1,3,9,0,4,5,1,5,2,27,36,10,15,10,11,11,8,39,7,3,0,2,2,4,0,6,1,0,2,10,1,1,0,2,6,2,2,3,1,2,10,1,4,4,5,5,4,9,5,1,2,1,1,3,3,4,3,0,9,1,1,3,1,2,4,2,2,7,1,0,4,0,4,5,4,0,6,3,4,7,4,3,4,0,5,5,3,4,3,0,3,5,3,2,3,1,2,5,0
R_cell_597,1,1,2,6,0,0,2,3,2,2,2,6,1,10,2,4,11,0,8,3,11,7,26,34,7,12,28,7,18,10,2,1,3,1,4,3,1,2,6,10,0,4,4,2,7,1,3,4,7,2,2,2,1,4,1,0,1,8,1,6,0,9,1,5,4,6,3,4,3,4,1,0,1,4,5,2,1,5,2,2,4,2,1,7,2,4,4,3,3,4,5,0,2,3,2,1,0,0,4,1
R_cell_598,6,0,4,9,0,1,5,4,4,1,5,3,1,5,4,0,5,2,3,1,5,3,2,3,0,2,4,8,2,2,52,7,8,6,9,8,14,11,25,60,5,4,1,6,6,1,3,1,3,4,4,3,1,4,2,4,2,15,0,6,5,3,1,1,12,5,2,4,11,2,0,2,1,3,1,4,0,4,9,1,3,0,4,3,0,2,0,1,1,4,2,3,3,5,1,1,2,4,2,1
R_cell_599,4,2,3,10,1,2,0,2,1,1,6,3,1,7,2,3,3,3,1,2,1,4,8,1,4,4,3,2,7,5,13,4,2,3,1,2,1,5,3,1,17,11,1,12,3,12,26,26,25,15,5,3,1,4,6,2,2,5,1,6,2,3,1,3,1,5,1,3,4,0,1,1,1,5,0,4,3,3,1,5,2,0,1,3,1,2,0,1,5,2,5,6,0,0,1,1,0,0,2,1
R_cell_600,1,2,1,4,0,0,1,1,1,2,0,4,4,7,2,0,4,1,6,2,1,3,4,1,1,0,7,3,3,2,35,5,26,10,7,23,17,11,12,41,11,3,1,3,2,1,10,9,4,2,3,4,0,2,1,2,4,5,3,4,1,1,2,2,1,5,2,0,1,2,3,3,0,3,2,3,2,1,3,2,0,0,0,1,0,3,2,2,2,5,4,6,0,5,1,0,0,0,2,3
R_cell_601,5,1,3,7,0,0,4,2,3,0,26,17,14,18,20,3,20,5,42,15,2,1,2,5,3,1,3,1,6,1,14,0,0,1,3,7,7,2,0,6,7,7,4,2,1,2,6,7,5,3,2,5,1,1,1,1,8,11,2,4,3,2,1,3,4,8,0,2,11,3,3,0,2,4,3,4,1,3,2,0,2,2,0,2,4,4,0,4,1,0,6,3,1,1,1,1,1,2,2,2
R_cell_602,8,4,5,8,1,0,3,0,4,2,6,7,2,4,10,4,4,3,4,6,1,1,6,1,1,2,3,3,3,4,39,1,9,13,3,13,13,4,22,87,9,2,1,3,2,4,4,2,3,4,3,3,0,0,4,1,1,9,4,2,1,3,4,4,5,2,3,0,6,2,1,3,3,1,2,1,3,3,3,2,5,3,1,1,0,3,3,1,2,2,5,1,5,4,3,5,0,1,5,1
R_cell_603,3,3,1,2,2,1,0,2,3,1,5,2,4,7,4,5,6,1,5,1,11,25,35,24,12,10,35,30,14,11,8,1,0,2,9,7,4,3,5,2,1,4,0,3,3,3,2,2,5,1,4,5,2,1,1,3,7,5,4,5,2,2,5,11,4,4,2,1,1,3,4,0,2,3,2,3,4,2,4,2,4,2,3,1,0,3,2,1,1,4,5,5,3,2,2,1,2,0,4,1
R_cell_604,1,0,4,9,2,0,1,4,3,1,2,4,2,5,4,1,1,0,3,3,4,1,9,4,1,4,4,0,1,5,30,2,17,7,6,17,26,6,14,65,11,3,1,4,6,6,8,2,1,4,2,9,1,1,0,1,3,10,1,6,3,2,5,5,6,3,0,3,6,1,1,0,0,1,3,4,3,3,4,2,5,0,1,4,1,8,1,7,2,6,3,1,1,1,1,0,3,0,3,3
R_cell_605,3,2,3,2,1,3,2,1,7,1,22,30,17,18,15,2,25,8,33,7,2,0,6,5,3,0,3,3,1,1,8,1,2,2,8,4,5,2,1,4,8,6,7,1,4,5,2,5,5,1,0,2,3,5,1,1,3,7,4,5,1,1,3,4,2,8,1,1,14,5,0,2,2,3,4,12,0,4,2,4,1,2,1,2,1,3,2,1,7,6,2,3,1,2,2,1,1,0,7,2
R_cell_606,2,1,7,5,4,0,1,0,3,1,9,3,4,11,3,1,1,3,2,2,5,3,3,4,0,2,1,0,3,2,54,4,15,7,6,26,10,12,20,17,1,1,1,2,3,1,1,3,9,5,6,7,0,1,2,3,1,6,3,4,0,2,0,2,4,3,1,2,2,2,0,3,1,3,7,3,2,1,5,1,7,1,2,0,1,3,1,2,3,5,5,0,1,5,6,0,0,1,4,2
R_cell_607,14,8,31,32,2,5,5,9,22,3,15,3,1,4,8,2,1,1,9,6,5,1,11,2,4,3,5,1,1,4,8,2,1,0,6,10,3,2,1,3,3,1,0,3,3,0,10,7,4,1,4,2,1,3,7,1,3,4,2,4,1,3,1,6,5,4,2,0,7,4,1,0,4,2,4,9,1,0,4,2,5,1,4,2,4,7,2,1,4,3,2,4,2,2,3,1,0,3,5,1
R_cell_608,7,3,4,0,0,0,1,1,4,0,20,41,14,16,7,6,16,9,43,5,0,3,9,2,7,1,3,6,5,8,18,6,7,1,6,7,3,1,2,6,0,3,1,2,1,2,4,2,8,4,3,2,1,0,0,2,2,3,1,6,0,5,6,4,5,3,2,2,2,11,0,0,3,7,8,6,4,2,4,1,6,4,1,4,2,7,3,4,9,4,7,1,3,3,3,2,1,3,4,1
R_cell_609,18,10,21,32,4,3,13,13,21,1,2,6,5,5,0,3,3,1,9,3,1,3,9,1,1,3,3,3,4,2,15,1,6,1,2,3,4,2,1,3,7,6,1,4,5,2,3,2,3,2,5,7,2,1,1,1,3,10,3,4,0,4,2,6,5,9,0,8,5,1,0,6,3,7,3,5,0,2,3,0,4,4,0,7,2,2,1,2,6,2,4,5,1,4,1,2,0,2,7,1
R_cell_610,2,2,4,8,1,1,2,2,6,4,6,7,3,6,2,2,5,0,3,2,6,9,46,20,9,12,31,17,15,10,5,3,2,1,6,5,1,2,2,3,2,5,1,7,6,2,3,2,7,1,0,1,0,3,3,1,1,9,4,3,0,1,4,7,5,4,1,0,7,4,0,0,2,5,2,2,3,6,9,5,3,3,1,5,4,1,2,0,1,3,6,3,1,5,0,0,1,1,5,1
R_cell_611,4,1,4,4,2,1,1,0,4,2,4,4,1,3,2,1,6,1,5,3,9,7,47,15,9,24,21,11,16,10,9,1,2,2,0,7,2,1,1,5,2,1,2,2,2,1,3,6,7,3,2,4,1,2,1,3,4,6,2,5,3,2,5,1,2,7,1,2,10,3,0,7,3,6,11,5,3,4,3,0,2,4,5,2,0,5,0,5,5,3,3,1,3,1,0,2,2,1,5,0
R_cell_612,1,1,2,12,3,0,4,0,4,2,13,4,3,4,3,1,4,3,4,5,1,6,18,14,19,8,21,11,10,13,7,2,3,1,6,8,3,2,1,4,11,5,1,3,1,2,5,4,1,5,2,0,2,1,1,0,4,6,2,4,0,1,4,5,6,4,0,0,3,3,1,1,2,6,3,3,6,2,5,10,0,1,1,3,0,4,1,4,3,4,3,1,0,4,0,2,1,0,5,3
R_cell_613,3,0,7,3,1,3,2,0,2,0,32,20,7,15,13,5,25,4,41,18,1,4,5,0,2,0,3,2,3,2,13,0,1,3,4,7,1,3,3,1,5,5,3,4,2,3,9,1,3,2,5,4,0,1,2,0,1,6,1,5,1,4,0,5,0,4,5,0,5,2,2,2,2,0,7,5,5,3,1,1,1,3,2,3,0,2,0,1,4,1,8,4,0,5,3,0,2,2,3,1
R_cell_614,2,4,4,6,2,1,4,3,6,3,5,4,5,2,4,1,2,1,8,2,6,2,3,3,0,1,5,1,3,4,18,1,5,0,5,3,1,2,0,1,24,19,5,7,9,8,20,9,48,7,4,7,1,3,1,6,2,4,2,6,2,1,6,4,5,6,1,2,5,5,1,0,5,0,2,4,1,3,3,4,6,1,2,4,0,5,2,2,3,3,4,2,1,5,0,0,0,4,1,2
R_cell_615,6,0,8,5,1,1,4,1,1,4,4,4,1,3,3,0,7,0,2,1,0,4,15,1,0,0,3,8,5,3,41,6,16,8,11,25,15,11,18,74,1,4,4,6,1,5,9,3,4,1,4,2,0,2,1,2,2,2,0,9,1,3,2,9,3,1,3,3,5,4,1,1,1,5,3,7,3,2,2,0,0,2,2,1,1,6,1,6,1,4,5,0,2,2,1,1,0,1,7,1
R_cell_616,7,13,31,46,1,8,9,12,17,3,4,4,2,5,2,0,5,2,1,1,0,0,8,5,1,2,2,5,2,6,4,3,2,2,7,3,3,2,2,3,2,0,3,5,1,1,8,2,3,4,2,2,6,2,4,6,1,7,1,1,1,1,3,1,3,1,2,3,4,3,1,0,1,0,3,3,4,3,8,3,3,6,0,3,1,3,2,11,4,1,1,1,2,2,1,3,1,2,10,1
R_cell_617,1,2,4,10,0,0,3,1,3,2,27,19,7,13,25,6,13,7,39,16,1,2,9,0,2,0,8,7,3,3,11,1,3,4,4,8,4,2,1,3,3,4,1,3,0,5,6,3,1,3,1,2,1,1,0,1,1,6,0,4,2,0,3,4,2,3,3,5,1,2,2,1,1,4,4,6,1,2,11,1,8,2,2,1,1,4,1,5,3,4,7,1,2,4,0,1,3,0,3,0
R_cell_618,12,13,23,52,2,8,2,4,8,2,10,3,5,7,2,3,5,4,3,1,5,1,2,1,0,1,1,3,8,3,7,2,5,5,5,9,4,2,1,6,0,8,2,2,3,2,3,3,2,1,7,5,0,0,1,2,1,9,1,5,0,0,4,8,8,2,4,2,2,3,0,2,2,4,3,4,1,5,6,4,4,2,1,1,1,2,0,4,4,1,4,5,0,1,2,0,2,0,5,1
R_cell_619,3,2,11,6,1,2,3,7,0,0,4,0,3,1,6,4,2,4,5,4,0,4,2,2,2,0,4,5,5,5,8,3,2,0,4,6,4,4,2,5,27,20,2,19,7,16,35,11,15,9,1,6,2,4,0,2,2,10,2,3,1,2,3,7,5,7,3,2,6,2,3,2,3,4,6,5,2,2,5,3,7,3,4,5,1,3,4,3,3,4,9,0,2,2,1,3,4,0,4,0
R_cell_620,4,3,2,8,1,2,0,3,1,1,6,5,1,6,3,0,2,0,6,2,4,4,8,1,2,4,1,4,1,3,25,7,16,4,7,8,5,9,7,65,3,10,1,5,1,5,4,2,7,7,6,3,1,8,2,1,1,7,1,3,2,4,3,7,9,1,3,3,1,7,1,0,1,4,1,8,4,6,5,6,8,8,2,0,2,5,2,7,2,4,5,4,1,1,3,2,1,0,1,4
R_cell_621,5,7,4,4,1,0,4,2,1,2,6,5,3,6,4,1,6,1,2,2,9,10,54,28,12,14,33,1,19,18,28,2,3,1,2,10,0,2,4,1,2,3,0,5,1,4,7,3,1,4,7,9,0,4,2,1,4,7,2,2,2,0,3,3,3,4,1,5,3,5,1,1,2,5,4,6,2,6,6,1,10,1,5,1,1,3,3,5,5,1,12,3,3,1,2,2,2,2,5,3
R_cell_622,2,2,3,4,1,0,1,1,6,1,2,0,0,8,2,3,6,1,7,5,2,6,18,50,8,4,38,7,6,15,12,4,0,4,5,2,2,2,1,5,3,3,1,6,7,2,3,5,4,5,1,8,1,3,1,3,1,10,2,3,1,2,0,5,5,5,0,3,6,2,1,3,0,1,5,7,6,6,2,3,2,3,2,2,2,3,3,2,4,3,2,2,1,2,1,0,1,1,0,2
R_cell_623,6,1,10,6,1,2,4,2,0,0,6,2,9,3,2,0,3,3,7,3,2,2,2,5,2,2,3,5,3,5,9,2,2,1,1,5,8,1,0,3,24,14,5,19,7,13,18,17,18,13,4,2,3,4,0,2,3,9,1,3,1,2,4,3,3,2,2,7,6,5,3,2,0,6,8,9,6,9,2,4,6,3,5,3,0,4,1,5,2,5,2,4,2,1,2,0,1,0,1,0
R_cell_624,3,1,0,3,1,0,2,3,3,1,6,6,3,4,8,1,3,2,9,2,7,1,31,26,10,6,51,12,17,15,5,5,2,3,4,8,1,1,2,1,3,6,1,0,0,5,4,2,5,2,7,2,2,1,3,0,5,12,4,4,0,4,2,7,5,8,4,2,0,7,3,0,5,3,1,2,1,4,3,1,4,4,2,1,0,3,3,2,6,5,1,3,2,3,0,1,0,2,3,3
