,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_532,4,4,4,16,1,1,7,1,1,1,22,20,12,9,35,22,19,14,53,4,3,1,2,2,6,0,9,0,3,11,15,5,0,1,2,4,7,6,3,6,2,5,3,3,6,4,4,2,4,10,4,5,3,6,0,1,2,14,4,6,0,2,8,7,11,6,3,0,3,6,1,4,2,3,1,4,2,6,10,5,9,2,1,2,0,4,1,3,2,2,5,7,3,3,0,0,0,3,6,2
Q_cell_533,15,6,19,65,4,3,20,10,24,5,4,7,2,4,14,1,9,2,1,2,2,0,9,8,0,2,6,8,4,0,20,2,1,4,9,11,4,0,3,4,1,3,1,5,7,4,4,9,3,5,6,3,0,2,3,2,4,11,2,6,1,5,5,3,7,3,2,4,3,5,1,1,3,7,3,7,5,7,2,10,4,6,6,1,6,1,3,2,5,2,5,2,6,3,2,1,3,1,5,3
Q_cell_534,2,0,4,8,4,0,8,6,0,3,4,9,1,3,6,3,2,3,4,1,6,1,5,2,3,2,7,6,0,8,18,0,3,2,7,4,2,1,3,4,20,11,4,11,22,25,19,17,27,18,1,4,1,5,3,1,3,12,4,6,0,1,2,1,5,4,5,4,7,3,2,1,3,1,8,4,5,1,6,3,6,2,9,4,0,5,2,1,6,2,6,1,0,4,1,0,1,3,6,1
Q_cell_535,9,1,3,8,2,0,4,5,2,2,30,38,7,23,13,3,24,15,34,12,4,1,5,3,3,5,9,7,2,2,16,7,3,0,3,1,3,1,5,7,6,3,4,2,4,1,6,2,5,12,9,3,1,1,1,1,0,10,1,6,1,2,4,8,8,1,1,3,11,4,1,1,0,3,1,12,7,0,7,4,2,1,10,6,2,2,3,1,3,2,7,2,4,0,3,0,4,2,9,1
Q_cell_536,20,8,8,25,2,3,9,12,14,1,5,7,7,10,12,3,2,0,1,4,0,5,8,2,3,2,16,2,5,2,5,4,4,3,5,7,7,2,1,8,7,16,1,0,1,5,4,3,6,2,1,3,2,1,4,2,5,6,1,3,0,1,7,1,7,7,2,2,8,4,1,2,0,6,3,2,3,9,4,6,7,1,1,3,1,7,2,4,5,2,0,8,2,2,2,1,1,4,3,5
Q_cell_537,1,0,3,7,0,0,7,0,0,0,5,9,3,6,7,2,6,1,3,4,4,11,28,22,39,7,73,6,11,4,34,4,3,2,3,7,3,0,1,6,6,6,3,2,1,3,6,4,4,6,4,2,1,4,1,3,1,11,3,8,0,4,3,9,2,4,4,5,3,2,0,2,5,6,6,10,6,7,5,7,3,7,1,3,1,6,3,6,2,2,3,4,1,2,2,3,1,1,2,0
Q_cell_538,4,3,3,4,0,1,4,2,4,1,3,7,2,8,2,1,8,0,9,5,2,5,20,14,36,11,32,16,25,6,18,1,1,0,5,4,4,1,4,9,13,5,1,3,9,5,2,3,3,10,5,5,2,2,2,2,2,14,4,9,1,0,1,3,1,4,5,2,1,4,1,0,1,1,3,8,1,3,10,5,5,4,3,4,1,2,2,4,4,3,1,1,3,2,0,0,1,1,7,5
Q_cell_539,6,1,5,6,1,0,11,1,3,4,4,10,7,6,4,1,1,3,4,2,3,3,10,3,1,7,7,1,5,8,19,2,1,2,11,5,2,1,6,10,35,22,3,14,10,8,13,8,33,34,18,3,2,1,0,1,8,6,5,12,1,3,4,3,3,8,3,3,5,3,2,3,0,9,4,5,1,1,3,3,11,2,3,6,1,8,1,2,0,3,2,8,1,5,1,0,5,2,0,1
Q_cell_540,9,1,1,2,0,3,2,4,3,2,1,16,7,5,14,0,5,5,3,8,6,12,28,24,28,12,53,5,8,7,15,2,1,2,3,5,5,3,3,4,7,5,2,1,3,1,12,0,5,5,2,2,0,2,4,0,1,22,2,3,1,3,1,9,0,10,5,1,2,2,0,1,1,2,3,6,3,5,11,5,6,3,3,2,1,4,1,8,0,10,5,1,3,5,0,0,0,0,3,3
Q_cell_541,15,14,10,23,1,9,23,5,17,9,6,4,2,5,6,1,2,3,8,2,1,2,9,7,4,3,6,1,2,4,10,2,0,1,3,7,5,5,4,4,6,1,2,4,8,0,5,5,5,4,3,5,3,4,4,1,2,9,3,12,1,3,1,8,1,1,7,3,5,5,2,1,2,8,6,4,2,2,5,5,8,2,3,5,1,2,0,2,3,6,1,3,2,9,1,0,5,2,7,2
Q_cell_542,16,30,6,33,5,5,4,1,11,2,7,10,1,6,8,4,4,3,8,4,3,1,12,1,1,3,7,5,3,2,16,7,6,3,4,5,8,3,2,9,2,2,1,5,4,3,12,3,9,7,3,3,1,1,0,1,3,12,5,4,1,1,5,4,5,1,4,1,5,4,0,4,0,5,9,5,1,1,7,1,3,2,2,0,1,6,2,1,1,5,4,1,1,3,1,1,3,1,8,2
Q_cell_543,6,2,2,8,0,0,7,4,8,1,6,6,4,2,8,6,3,3,3,0,12,7,24,15,24,11,18,12,23,26,11,0,3,0,3,3,9,2,3,5,0,5,2,6,6,8,9,2,5,7,11,11,0,1,2,0,1,5,4,2,0,3,1,10,11,4,1,0,5,4,0,2,2,4,10,5,2,5,11,1,2,6,0,2,0,7,0,2,2,5,5,2,2,2,0,1,2,3,1,2
Q_cell_544,1,2,3,3,2,0,4,1,3,3,7,6,3,0,5,2,7,0,5,2,4,5,11,8,0,4,5,1,5,7,13,3,4,4,2,5,3,0,1,5,36,22,3,15,18,16,21,11,21,17,12,2,1,1,2,3,5,19,2,9,2,4,0,12,9,8,3,7,2,2,1,3,0,5,6,6,7,5,6,7,5,0,3,2,3,7,1,10,3,1,5,0,3,6,1,1,2,1,9,0
Q_cell_545,2,3,7,8,2,1,7,2,2,1,33,41,11,12,26,5,17,6,50,11,1,0,4,2,3,1,0,1,10,6,25,1,5,4,5,8,3,5,4,9,3,0,0,2,6,5,5,6,5,3,2,6,0,4,2,2,3,25,1,10,0,0,5,1,6,5,5,0,6,5,3,0,3,3,8,5,5,10,8,0,10,2,6,3,0,2,1,3,1,2,4,2,3,9,0,1,1,3,5,1
Q_cell_546,15,7,24,47,2,6,22,2,10,3,6,6,6,11,12,0,2,4,4,2,4,2,5,3,5,1,6,2,0,4,29,0,3,3,2,1,5,3,6,6,8,4,0,5,2,6,7,6,1,9,1,7,2,0,4,3,3,8,2,5,2,0,4,4,8,1,3,3,4,1,0,2,2,6,8,2,1,5,6,5,4,3,6,0,1,7,4,3,5,10,1,0,3,3,4,3,5,4,5,0
Q_cell_547,6,2,0,6,1,0,4,0,1,2,4,7,5,10,11,8,4,2,11,0,1,4,6,1,5,3,4,1,3,5,67,8,9,10,17,9,11,3,25,76,5,10,1,2,4,9,4,1,0,8,2,4,0,2,1,0,3,18,4,10,0,3,1,0,4,4,5,3,0,3,1,0,1,7,12,12,4,2,7,2,7,3,4,2,1,2,0,2,4,3,6,2,5,3,1,1,0,6,6,0
Q_cell_548,2,2,2,8,1,0,2,1,4,2,43,44,11,24,40,9,39,10,27,8,1,2,8,2,5,2,6,5,1,4,28,1,2,3,4,6,2,2,6,6,11,2,3,7,3,6,3,1,3,8,0,7,1,5,7,5,4,5,2,7,3,1,5,10,2,4,4,1,13,12,2,1,0,5,8,6,2,3,7,5,7,2,2,2,1,4,4,1,4,3,2,6,1,4,0,1,2,4,3,1
Q_cell_549,7,1,4,3,1,5,6,5,0,3,3,11,6,7,6,5,3,0,8,3,4,0,4,1,1,5,5,2,2,4,52,9,15,10,12,18,23,8,31,145,9,3,1,2,3,3,5,3,4,4,3,7,3,9,2,1,4,14,4,2,0,3,0,2,4,9,6,1,4,1,0,0,2,4,9,8,2,10,12,2,6,1,3,3,1,2,3,2,4,8,2,5,4,1,1,1,1,2,4,2
Q_cell_550,16,10,22,46,3,4,12,6,20,1,8,6,1,11,6,5,5,1,4,3,6,2,4,4,3,8,11,5,10,3,17,1,0,1,2,5,2,3,6,17,4,8,2,5,6,1,7,8,8,9,4,8,3,3,0,2,3,7,4,5,0,2,4,4,4,5,3,0,2,0,0,1,0,10,7,7,4,11,10,0,7,2,3,3,0,5,0,2,3,4,5,1,2,2,1,1,4,4,4,3
Q_cell_551,2,1,4,3,0,0,9,1,3,1,18,35,4,20,21,6,33,13,47,13,1,3,3,1,8,6,5,3,4,6,10,5,4,2,2,8,8,5,3,11,4,1,2,2,1,5,1,1,4,5,4,7,1,4,1,2,3,14,3,8,0,0,4,5,5,6,2,3,6,6,2,3,4,9,6,3,5,7,10,2,5,2,5,1,3,8,5,5,8,8,5,5,2,1,6,2,5,0,5,0
Q_cell_552,6,0,3,9,1,3,2,3,4,4,7,3,5,5,5,2,7,5,4,5,11,11,17,36,7,24,21,11,12,9,20,2,6,2,5,8,6,3,4,8,5,7,1,2,7,9,7,3,4,5,3,4,3,2,0,2,2,3,4,2,3,6,4,6,5,10,6,3,4,3,3,5,2,3,8,7,1,5,15,6,6,5,4,5,0,3,2,1,1,3,5,1,2,2,4,0,3,0,9,3
Q_cell_553,2,1,5,9,4,0,5,0,4,4,47,38,5,11,28,13,41,14,43,11,1,1,5,2,4,4,4,1,5,0,20,3,2,6,3,5,0,2,2,6,13,4,2,6,2,4,7,4,5,1,16,7,1,3,5,0,2,6,1,12,0,2,6,0,10,2,5,2,5,3,1,1,1,3,9,5,2,6,5,5,2,1,4,7,5,6,1,2,9,4,1,2,1,1,1,1,0,2,4,0
Q_cell_554,24,9,11,25,4,10,2,2,18,7,5,4,1,4,4,3,4,0,6,1,3,2,3,7,3,4,5,0,1,5,28,2,5,2,10,3,2,1,4,7,12,7,3,5,7,13,6,5,5,8,7,4,3,6,1,4,2,11,2,7,0,1,3,4,1,3,4,2,3,8,2,2,1,3,3,2,0,1,7,2,4,7,3,8,0,2,3,2,10,6,6,2,2,1,2,1,1,3,7,1
Q_cell_555,12,12,7,24,4,4,5,10,21,4,5,12,2,19,6,5,3,6,6,4,5,1,6,0,3,2,4,4,4,6,15,3,4,1,4,6,2,1,0,6,5,6,1,0,1,5,2,3,6,5,3,11,3,1,2,1,3,4,2,11,1,3,6,3,8,8,6,2,2,0,0,0,1,13,3,8,0,4,5,8,0,4,1,4,0,4,2,3,4,5,1,5,4,3,2,2,4,2,2,0
Q_cell_556,7,2,7,3,1,0,3,2,1,2,8,1,2,10,2,2,4,3,1,0,4,0,2,3,6,5,11,5,7,3,31,5,5,2,3,6,8,3,5,3,24,3,5,18,26,13,21,7,20,13,2,2,2,3,2,3,2,8,6,8,0,1,8,1,5,4,6,1,3,3,1,5,0,6,4,7,9,1,2,8,5,4,3,3,0,7,4,1,5,0,3,6,5,3,1,0,1,0,9,0
Q_cell_557,15,4,7,5,1,3,1,1,5,1,21,38,8,10,20,9,18,7,44,14,5,3,3,2,3,1,4,3,6,5,10,2,1,3,5,7,4,2,0,8,4,5,2,2,2,2,1,5,2,8,0,9,3,4,3,0,5,8,4,6,0,2,3,2,11,0,6,1,7,5,3,2,4,2,8,5,1,0,2,2,1,2,8,2,2,4,2,2,7,3,7,2,6,4,0,2,2,1,4,2
Q_cell_558,6,2,2,10,2,0,4,3,0,3,5,3,2,2,8,2,4,0,2,2,7,3,4,2,2,5,5,1,9,0,10,1,3,1,3,2,4,1,6,17,39,14,5,5,27,12,31,19,21,20,6,10,2,0,0,0,1,15,3,3,1,3,4,0,3,9,5,2,4,6,1,2,2,3,1,4,5,1,3,9,8,1,3,5,2,3,1,6,3,2,1,2,3,4,1,0,3,3,3,2
Q_cell_559,10,9,20,47,6,5,15,10,16,3,6,5,2,7,6,6,5,2,4,1,3,3,6,4,3,1,3,5,2,2,16,2,2,2,8,9,0,3,2,9,5,7,2,2,6,4,4,2,2,5,1,6,3,2,1,1,3,9,4,2,2,4,3,6,10,1,0,3,1,2,3,2,3,6,1,4,0,4,5,1,1,5,1,2,1,2,2,0,4,2,3,10,4,5,1,2,2,3,5,2
Q_cell_560,7,0,4,5,1,1,2,3,4,5,36,27,11,12,29,15,41,4,39,13,1,4,3,4,2,4,7,5,1,6,19,5,2,1,7,10,7,2,5,5,9,5,3,5,2,7,2,3,7,4,1,5,3,7,2,1,2,9,4,9,3,1,2,6,6,9,2,4,15,2,2,2,0,4,9,4,2,5,12,5,11,5,6,4,0,4,3,3,3,0,5,1,0,0,0,1,1,4,3,2
Q_cell_561,3,1,2,5,0,0,5,5,1,3,5,4,4,9,5,3,8,3,9,0,6,0,5,3,2,0,6,6,10,4,4,4,1,4,5,3,2,5,2,3,30,13,4,7,10,26,9,14,28,9,2,3,1,3,3,0,1,9,4,2,1,2,1,1,6,5,3,2,2,5,2,3,1,3,7,3,3,3,3,9,6,2,3,3,2,3,5,1,2,3,5,1,3,2,2,0,1,4,2,0
Q_cell_562,20,10,19,53,3,3,20,8,17,4,8,5,1,3,5,2,3,4,3,1,2,1,5,1,6,2,9,3,3,5,10,0,1,0,1,5,2,1,5,12,5,1,1,5,7,3,8,4,6,6,3,1,1,8,3,2,5,9,5,7,3,1,8,6,2,1,6,1,14,2,1,2,0,3,1,8,3,11,2,8,8,3,3,0,4,1,4,9,6,4,2,0,5,0,3,1,1,3,2,2
Q_cell_563,3,0,8,5,0,2,2,2,0,1,9,4,4,16,5,3,2,1,7,1,10,3,5,2,5,3,8,1,4,1,8,1,4,1,4,6,5,3,4,6,26,21,2,24,11,8,14,11,15,25,3,3,1,6,2,2,6,12,4,7,1,2,3,7,9,8,8,2,3,2,3,3,1,4,12,9,2,2,3,4,3,4,4,1,1,7,1,3,6,3,1,5,3,2,1,1,0,2,6,2
Q_cell_564,1,3,0,6,0,2,3,0,0,1,5,8,2,11,8,2,8,6,4,6,3,1,3,2,3,0,7,1,3,2,10,5,0,1,5,4,5,0,10,4,26,15,5,8,13,25,17,30,44,20,5,1,1,4,4,1,1,10,3,1,0,2,0,4,5,14,1,1,5,4,2,2,2,4,9,2,4,9,2,4,3,9,7,2,0,3,1,3,6,1,7,1,6,2,2,2,0,5,2,6
Q_cell_565,13,2,2,10,2,2,7,1,2,0,7,4,6,5,8,2,3,3,0,1,1,1,8,1,4,6,7,2,2,1,16,7,4,4,4,10,3,0,3,6,28,19,5,11,4,16,17,15,32,23,4,4,5,3,1,0,4,21,2,8,2,0,10,8,5,10,5,1,3,0,1,0,0,7,4,13,1,4,8,5,5,1,6,1,2,5,1,4,1,5,3,0,2,1,1,3,5,3,6,1
Q_cell_566,5,2,6,4,0,3,2,4,3,2,5,5,7,6,4,3,2,0,1,0,3,2,4,3,2,1,6,3,4,1,81,6,16,13,2,5,11,16,30,95,8,1,2,7,3,3,1,3,0,3,4,2,2,5,2,2,0,30,5,3,0,3,3,13,10,8,3,1,4,5,2,0,1,7,3,1,2,12,6,4,1,5,6,1,1,3,5,4,2,6,0,1,3,5,2,2,3,2,7,0
Q_cell_567,2,0,6,13,3,1,5,2,2,2,2,6,1,3,12,3,5,4,4,5,10,2,54,19,28,13,27,16,16,16,10,2,4,1,2,1,5,1,13,4,8,1,4,1,6,3,2,0,4,7,3,5,2,6,3,0,0,3,0,16,1,0,2,3,6,5,3,2,3,5,2,2,1,9,15,7,2,6,20,1,1,4,2,1,0,3,8,2,1,5,1,3,5,4,0,1,3,3,4,2
Q_cell_568,8,3,4,10,0,0,3,4,3,1,6,2,2,9,2,5,5,2,5,3,1,2,8,0,3,0,8,2,3,6,10,0,1,2,3,3,4,4,5,8,31,15,6,17,5,20,17,11,15,49,11,5,0,3,1,0,1,15,3,7,1,3,10,1,4,0,4,1,4,0,2,2,2,7,3,2,4,7,7,3,5,5,1,4,0,2,1,1,3,7,5,2,5,5,0,2,0,1,5,0
Q_cell_569,26,8,20,38,7,5,9,12,6,5,7,8,9,8,3,1,5,2,3,2,5,4,8,5,3,3,12,6,0,6,7,3,2,1,7,4,7,1,5,7,5,3,0,1,6,5,5,4,6,5,2,1,5,2,3,2,5,3,1,8,1,3,1,5,4,7,4,5,5,5,0,0,0,2,9,7,2,3,7,3,6,1,3,5,1,2,1,2,3,3,4,5,0,2,1,0,2,4,4,0
Q_cell_570,4,1,4,6,1,1,5,3,1,1,4,12,2,8,7,1,0,3,3,2,10,9,41,18,37,7,63,14,17,7,9,1,2,0,1,5,1,1,6,11,2,4,0,3,0,3,3,3,4,4,6,3,0,1,1,1,2,9,3,9,0,2,3,9,5,8,2,1,2,1,3,1,0,2,7,7,3,9,6,4,4,5,0,5,2,2,3,3,1,3,2,0,3,4,1,1,0,0,5,0
Q_cell_571,4,2,1,1,1,1,4,6,2,1,6,8,1,6,12,1,6,2,4,2,14,15,43,14,21,25,52,12,9,8,17,1,3,1,7,3,3,3,2,15,3,0,5,0,9,4,5,3,0,9,6,4,3,0,3,2,8,6,1,8,0,0,4,11,1,2,3,2,0,4,2,0,4,5,5,8,3,4,5,3,8,1,3,2,0,5,3,2,5,3,8,3,1,6,1,0,0,2,3,1
Q_cell_572,3,0,5,9,2,2,7,3,1,1,14,51,9,14,33,8,22,13,39,3,10,3,11,5,2,3,1,10,12,2,3,3,0,1,5,3,4,2,2,8,3,6,2,2,4,3,3,2,11,7,5,6,1,1,2,4,2,21,1,13,2,5,3,5,4,5,5,4,4,0,0,2,3,2,4,6,4,2,6,2,5,0,2,4,0,2,0,0,2,5,6,4,4,1,2,0,5,3,9,1
Q_cell_573,13,6,3,21,3,8,16,10,11,3,7,5,8,9,6,5,2,1,2,3,2,0,3,3,4,3,3,3,7,4,23,3,1,1,2,11,5,1,3,8,10,10,0,1,9,7,4,7,2,5,6,5,0,3,1,2,1,20,2,5,0,0,4,5,4,5,2,6,4,2,0,4,0,6,7,8,6,5,11,2,7,3,11,3,0,4,1,2,5,8,5,2,2,6,1,0,1,6,1,1
Q_cell_574,6,1,6,4,1,0,4,1,0,4,8,4,5,9,14,0,4,1,4,2,4,4,29,13,40,18,35,8,23,14,8,0,2,1,6,5,2,0,5,10,4,2,1,4,0,7,4,2,1,2,6,9,3,4,3,4,6,16,0,3,0,0,1,6,7,6,9,0,3,3,2,5,2,6,6,6,1,7,5,4,10,7,6,2,3,4,2,3,5,4,3,0,3,6,2,1,1,0,7,1
Q_cell_575,3,2,3,3,2,3,5,3,1,1,3,6,0,17,13,2,5,0,7,2,15,7,34,27,30,16,49,5,11,13,11,6,3,2,3,10,4,1,8,15,6,2,3,2,2,2,4,1,6,3,5,3,3,4,4,5,2,5,2,4,0,1,6,2,5,7,3,2,4,7,1,3,0,5,6,12,4,2,3,1,1,0,5,0,3,9,4,3,4,4,0,4,5,3,2,0,1,0,8,1
Q_cell_576,0,1,3,7,1,1,3,3,5,1,33,29,2,11,44,10,20,10,17,18,4,2,8,3,4,1,2,1,3,8,10,6,0,4,6,5,3,1,3,12,7,4,1,3,0,7,3,4,7,8,7,6,4,5,3,4,2,11,2,6,1,2,4,4,5,10,9,2,7,2,3,1,0,7,5,6,4,4,6,1,5,3,2,2,3,5,3,1,2,4,1,1,4,2,4,1,3,1,6,0
Q_cell_577,4,3,2,5,1,2,3,6,4,0,6,15,4,10,6,3,4,3,3,2,3,8,5,2,4,11,5,8,1,2,58,11,14,4,13,19,19,6,60,153,18,5,2,6,4,4,3,2,6,3,8,8,2,2,3,2,2,5,1,9,0,2,8,5,5,6,5,3,15,4,1,0,5,1,5,5,0,6,5,5,2,1,3,8,2,3,4,2,3,4,9,0,4,3,1,2,1,3,5,1
Q_cell_578,5,5,6,10,1,2,4,2,2,3,2,6,3,7,6,4,2,4,3,10,12,9,40,36,18,14,32,2,8,12,8,2,4,2,5,8,4,2,6,10,3,3,2,5,4,3,8,6,7,5,3,4,7,3,1,2,0,13,0,9,0,1,3,4,3,2,1,1,5,2,0,1,2,1,5,1,4,4,5,7,4,4,2,0,2,5,2,8,4,2,6,2,7,7,1,0,1,2,8,2
Q_cell_579,3,3,1,1,1,0,5,2,4,3,6,13,2,11,4,6,5,2,4,3,2,3,3,0,3,3,3,3,3,3,64,3,13,8,11,5,17,10,41,68,1,6,0,5,5,7,5,2,7,2,6,4,4,2,1,6,3,5,2,6,0,1,7,3,6,5,4,8,6,5,0,0,1,7,3,5,2,0,6,8,4,1,3,5,3,5,2,2,4,1,3,0,2,1,2,1,2,3,4,2
Q_cell_580,3,4,3,5,0,0,7,2,6,4,2,12,5,8,13,3,6,2,2,3,7,10,48,15,33,15,31,9,9,15,25,4,5,6,5,4,1,2,5,6,2,9,1,3,8,3,3,4,7,3,5,5,1,4,1,4,2,8,1,3,0,1,2,0,1,2,1,4,2,5,0,1,2,2,6,6,3,2,8,0,12,5,5,4,4,0,3,3,2,5,5,3,1,1,7,0,3,0,5,2
Q_cell_581,1,0,3,5,1,1,8,2,3,1,3,9,4,7,2,0,1,4,6,0,3,3,7,2,6,2,7,1,3,3,17,0,1,0,3,4,2,5,3,14,52,14,3,26,9,8,12,34,31,12,3,4,0,6,2,1,0,26,3,6,1,5,4,6,12,10,2,3,4,4,3,2,2,5,5,11,1,2,2,3,9,2,2,4,0,0,0,4,2,4,2,4,2,3,3,2,1,2,10,4
Q_cell_582,30,9,14,43,2,5,22,2,22,1,1,4,6,7,7,1,2,4,2,2,3,2,7,1,4,4,5,1,2,7,6,3,3,4,4,8,4,0,10,5,4,3,1,0,2,3,3,6,3,6,9,6,4,3,4,3,3,3,3,2,1,0,2,3,4,5,5,1,6,3,0,1,1,6,2,8,9,5,4,6,8,1,5,0,1,6,1,2,9,8,4,3,3,6,1,1,2,5,11,0
Q_cell_583,4,0,4,5,1,0,4,5,4,3,3,3,2,4,6,2,7,3,5,10,4,3,6,3,2,4,8,3,5,4,81,6,22,9,14,17,20,12,68,139,5,2,0,3,7,5,6,3,3,6,1,14,1,0,1,0,1,17,1,7,2,6,2,2,4,7,5,3,1,7,0,1,1,4,6,6,4,4,11,1,9,1,3,1,2,3,5,1,4,1,1,0,4,3,1,4,2,3,4,1
Q_cell_584,6,0,1,8,3,0,2,1,1,3,11,7,1,14,6,0,3,3,8,2,3,0,8,2,1,0,8,4,2,3,24,2,9,4,14,12,13,13,44,76,5,3,2,0,2,1,9,4,4,1,6,4,3,4,6,2,2,9,0,8,0,2,1,7,6,3,1,2,2,5,0,1,4,3,4,5,2,1,3,2,9,2,2,3,0,4,2,2,4,1,11,1,3,6,4,0,1,5,2,2
Q_cell_585,8,0,3,5,0,1,2,6,5,4,10,11,3,0,5,1,2,4,3,2,2,4,3,2,3,2,7,8,7,0,9,2,5,1,3,5,3,5,1,7,48,27,5,24,14,15,18,7,23,18,0,2,1,1,1,0,3,12,1,1,0,6,4,5,9,3,3,3,4,4,1,0,0,5,4,9,2,7,2,0,2,8,5,2,3,2,0,7,3,1,6,0,1,5,1,3,2,1,3,0
Q_cell_586,7,1,6,3,1,0,9,1,0,6,33,30,9,31,38,11,14,10,33,16,2,1,7,6,7,3,10,2,4,5,15,2,1,3,3,6,7,0,2,11,3,12,2,1,9,2,7,2,8,2,0,3,0,2,1,3,5,17,3,6,2,2,1,6,7,4,8,3,9,2,2,0,5,3,4,3,1,2,2,2,7,0,4,5,1,5,2,2,6,3,5,1,2,1,3,2,2,2,0,2
Q_cell_587,6,2,3,6,1,3,2,1,0,3,3,7,1,6,8,3,4,1,0,3,6,9,18,18,10,23,60,10,10,14,22,1,1,2,1,2,4,3,1,6,7,6,2,5,2,1,6,4,1,2,6,9,6,1,3,0,4,11,0,2,0,1,1,3,4,2,2,1,14,3,1,2,3,1,4,5,3,0,4,0,9,4,3,1,0,3,8,3,7,6,3,1,4,1,0,0,1,1,7,2
Q_cell_588,10,9,18,32,5,6,12,4,7,4,6,11,1,15,5,2,3,2,5,2,2,6,7,1,1,6,4,1,0,13,10,1,4,1,4,5,1,5,6,6,7,6,1,5,3,3,6,3,2,5,4,4,2,2,5,0,1,25,2,11,0,5,2,6,5,2,2,1,4,4,4,2,2,5,7,11,8,8,7,3,6,5,2,1,0,3,0,5,2,9,2,0,6,4,1,0,0,1,6,1
Q_cell_589,4,2,1,6,1,1,1,2,1,2,8,7,2,9,4,3,5,2,4,2,13,4,30,16,16,5,34,4,9,11,14,5,3,1,1,9,5,1,0,9,11,3,0,5,9,2,0,3,4,8,1,15,1,3,5,3,2,19,4,3,2,4,2,5,5,4,2,2,2,5,3,2,0,5,5,12,5,5,4,1,5,5,4,1,3,5,1,3,4,3,8,1,7,1,0,2,0,2,5,1
Q_cell_590,6,3,6,6,1,0,4,2,1,2,10,26,8,7,27,9,19,3,34,13,3,3,9,2,3,8,7,4,2,3,17,3,1,0,10,8,12,0,1,4,7,4,3,3,1,3,6,3,1,9,10,6,2,4,3,2,2,21,1,4,0,1,5,6,4,2,3,0,7,5,4,2,0,9,9,9,3,3,7,5,4,0,5,7,1,1,5,1,1,1,3,0,2,1,1,0,1,5,3,1
Q_cell_591,7,12,5,39,6,3,12,5,16,1,2,5,3,5,5,5,3,2,2,3,1,2,2,1,6,1,6,3,3,2,15,6,2,1,4,3,6,1,7,7,1,0,0,2,4,11,7,1,1,2,3,3,0,2,3,3,6,5,1,5,3,0,4,3,1,5,1,0,2,1,1,1,1,2,3,7,4,5,2,4,3,3,4,3,2,3,4,7,6,7,4,4,1,0,1,2,1,1,5,1
Q_cell_592,4,2,3,6,1,3,4,3,5,3,6,8,3,5,2,3,6,3,3,6,0,1,6,0,1,1,16,3,6,6,80,2,9,5,11,23,11,10,34,87,5,3,2,2,4,2,11,0,3,5,9,5,2,2,4,2,1,10,2,7,2,5,9,7,1,6,4,1,3,3,2,0,0,5,3,4,7,9,11,1,2,15,2,1,1,7,1,3,1,3,12,2,4,5,4,2,2,0,2,1
Q_cell_593,22,24,28,17,4,3,22,7,15,2,5,6,7,5,7,1,4,4,3,4,2,1,8,3,3,3,4,3,2,4,35,0,2,2,2,5,3,2,4,2,5,6,2,1,1,4,6,4,5,4,4,10,0,4,2,2,6,12,2,9,0,1,7,2,14,3,11,4,2,5,1,1,1,2,3,4,2,5,3,1,8,3,2,4,0,3,0,8,3,4,9,0,6,6,0,1,1,0,7,2
Q_cell_594,9,2,3,4,2,1,4,7,3,2,7,4,6,6,5,4,7,2,7,0,8,3,3,2,2,1,4,1,6,3,58,6,15,8,7,12,20,3,36,123,8,3,4,3,5,6,2,3,4,5,6,6,1,1,0,1,2,6,2,9,1,5,5,4,7,11,3,3,0,2,4,1,1,6,5,7,10,4,2,2,5,4,1,4,0,7,7,2,3,3,2,1,3,3,1,2,0,4,6,2
Q_cell_595,3,1,8,8,0,0,1,4,5,1,5,6,3,11,4,0,7,2,4,2,1,1,6,4,4,1,5,4,7,3,20,4,1,1,2,5,4,2,3,3,13,27,3,19,12,20,12,19,34,29,2,15,2,2,4,1,5,9,1,14,2,3,3,4,3,14,2,1,6,3,1,1,0,3,7,6,5,2,4,5,4,5,4,4,1,6,0,3,2,2,13,2,2,3,0,2,2,3,4,0
